Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
27.0,27.0,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,2007
28.0,28.0,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,.555,.143,.697,19.2,7.9,5.0,1.2,2007
29.0,29.0,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,2007
30.0,30.0,PHI,Petteri Koponen,,,,,,,,,,,,,,,2007
1.0,1.0,CHI,Derrick Rose,Memphis,15,723,22054,12573,2324,3770,.456,.316,.831,30.5,17.4,3.2,5.2,2008
2.0,2.0,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,.465,.349,.759,22.8,12.4,4.7,1.3,2008
3.0,3.0,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,2008
4.0,4.0,SEA,Russell Westbrook,UCLA,18,1256,41712,26471,8809,10046,.439,.307,.771,33.2,21.1,7.0,8.0,2008
5.0,5.0,MEM,Kevin Love,UCLA,18,962,27644,15471,9541,2193,.438,.368,.828,28.7,16.1,9.9,2.3,2008
6.0,6.0,NYK,Danilo Gallinari,,14,777,22410,11607,3618,1469,.428,.381,.876,28.8,14.9,4.7,1.9,2008
7.0,7.0,LAC,Eric Gordon,Indiana,18,929,28928,14152,2115,2511,.430,.372,.810,31.1,15.2,2.3,2.7,2008
8.0,8.0,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,2008
9.0,9.0,CHA,D.J. Augustin,Texas,14,976,22851,9259,1805,3761,.412,.381,.867,23.4,9.5,1.8,3.9,2008
10.0,10.0,NJN,Brook Lopez,Stanford,18,1122,33767,17624,6770,1624,.496,.352,.797,30.1,15.7,6.0,1.4,2008
11.0,11.0,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,.411,.361,.818,21.3,8.4,2.1,2.9,2008
12.0,12.0,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,2008
13.0,13.0,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,2008
14.0,14.0,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,2008
15.0,15.0,PHO,Robin Lopez,Stanford,16,992,20937,8326,4660,819,.537,.297,.743,21.1,8.4,4.7,0.8,2008
16.0,16.0,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,2008
17.0,17.0,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,.465,.250,.755,24.8,10.0,6.3,1.3,2008
18.0,18.0,WAS,JaVale McGee,Nevada,16,909,14676,6907,4577,386,.578,.192,.604,16.1,7.6,5.0,0.4,2008
19.0,19.0,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,2008
20.0,20.0,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,.503,.286,.797,13.3,5.3,3.9,0.5,2008
21.0,21.0,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,.422,.380,.854,25.8,12.3,5.3,0.9,2008
22.0,22.0,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,.451,.388,.853,27.1,9.6,2.6,1.7,2008
23.0,23.0,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,.534,.000,.582,16.4,5.7,5.0,0.5,2008
24.0,24.0,SEA,Serge Ibaka,,14,919,25127,11028,6513,749,.513,.359,.757,27.3,12.0,7.1,0.8,2008
25.0,25.0,HOU,Nicolas Batum,,18,1149,32961,11343,5522,3560,.437,.369,.832,28.7,9.9,4.8,3.1,2008
26.0,26.0,SAS,George Hill,IUPUI,15,915,24501,9545,2731,2807,.457,.380,.806,26.8,10.4,3.0,3.1,2008
27.0,27.0,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,.444,.352,.765,17.8,6.5,3.5,0.8,2008
28.0,28.0,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,2008
29.0,29.0,DET,D.J. White,Indiana,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,2008
30.0,30.0,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,2008
1.0,1.0,LAC,Blake Griffin,Oklahoma,13,765,24384,14513,6109,3055,.493,.328,.696,31.9,19.0,8.0,4.0,2009
2.0,2.0,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,2009
3.0,3.0,OKC,James Harden,Arizona State,17,1168,40617,28161,6570,8459,.439,.363,.862,34.8,24.1,5.6,7.2,2009
4.0,4.0,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,.440,.323,.757,30.7,15.7,4.6,4.8,2009
5.0,5.0,MIN,Ricky Rubio,,12,698,20694,7570,2830,5160,.388,.324,.843,29.6,10.8,4.1,7.4,2009
6.0,6.0,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,2009
7.0,7.0,GSW,Stephen Curry,Davidson,17,1042,35472,25832,4878,6604,.471,.423,.912,34.0,24.8,4.7,6.3,2009
8.0,8.0,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,2009
9.0,9.0,TOR,DeMar DeRozan,USC,17,1206,41853,25639,5267,4937,.470,.301,.843,34.7,21.3,4.4,4.1,2009
10.0,10.0,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,.387,.345,.796,30.3,14.1,3.0,5.7,2009
11.0,11.0,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,2009
12.0,12.0,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,2009
13.0,13.0,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,2009
14.0,14.0,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2009
15.0,15.0,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,2009
16.0,16.0,CHI,James Johnson,Wake Forest,16,786,15561,5830,2716,1610,.473,.300,.678,19.8,7.4,3.5,2.0,2009
17.0,17.0,PHI,Jrue Holiday,UCLA,17,1049,34561,16622,4403,6539,.462,.369,.788,32.9,15.8,4.2,6.2,2009
18.0,18.0,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,.460,.359,.770,29.2,12.7,2.7,6.0,2009
19.0,19.0,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,.444,.360,.844,26.8,12.2,2.4,5.6,2009
20.0,20.0,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,2009
21.0,21.0,NOH,Darren Collison,UCLA,11,711,20833,8861,1889,3545,.471,.394,.853,29.3,12.5,2.7,5.0,2009
22.0,22.0,POR,Victor Claver,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,2009
23.0,23.0,SAC,Omri Casspi,,10,588,11959,4642,2355,662,.454,.368,.678,20.3,7.9,4.0,1.1,2009
24.0,24.0,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,2009
25.0,25.0,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,2009
26.0,26.0,CHI,Taj Gibson,USC,16,1002,23069,8397,5727,946,.517,.266,.712,23.0,8.4,5.7,0.9,2009
27.0,27.0,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,.430,.358,.741,23.7,8.9,4.2,1.3,2009
28.0,28.0,MIN,Wayne Ellington,UNC,13,770,16100,6190,1643,852,.410,.382,.843,20.9,8.0,2.1,1.1,2009
29.0,29.0,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,2009
30.0,30.0,CLE,Christian Eyenga,,2,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,2009
1.0,1.0,WAS,John Wall,Kentucky,11,647,22588,12088,2704,5735,.430,.322,.776,34.9,18.7,4.2,8.9,2010
2.0,2.0,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,.434,.294,.782,26.9,9.7,4.6,3.5,2010
3.0,3.0,NJN,Derrick Favors,Georgia Tech,12,790,19202,8354,5608,851,.534,.198,.663,24.3,10.6,7.1,1.1,2010
4.0,4.0,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,.404,.337,.741,22.1,7.0,3.2,1.1,2010
5.0,5.0,SAC,DeMarcus Cousins,Kentucky,11,654,19508,12802,6664,1979,.460,.331,.737,29.8,19.6,10.2,3.0,2010
6.0,6.0,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,.453,.000,.718,14.8,3.5,2.9,0.7,2010
7.0,7.0,DET,Greg Monroe,Georgetown,10,646,17670,8402,5293,1376,.514,.059,.703,27.4,13.0,8.2,2.1,2010
8.0,8.0,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,.420,.332,.746,24.9,7.5,6.0,1.2,2010
9.0,9.0,UTA,Gordon Hayward,Butler,14,835,25654,12687,3698,2940,.455,.370,.822,30.7,15.2,4.4,3.5,2010
10.0,10.0,IND,Paul George,Fresno State,16,911,30582,18737,5698,3380,.440,.383,.852,33.6,20.6,6.3,3.7,2010
11.0,11.0,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,2010
12.0,12.0,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,2010
13.0,13.0,TOR,Ed Davis,UNC,12,722,13756,4291,4616,539,.567,.000,.583,19.1,5.9,6.4,0.7,2010
14.0,14.0,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,.447,.369,.755,20.8,6.7,3.9,1.0,2010
15.0,15.0,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,2010
16.0,16.0,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,.408,.402,.747,14.0,4.8,2.2,0.6,2010
17.0,17.0,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,.489,.000,.715,15.2,5.9,3.5,0.6,2010
18.0,18.0,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,.452,.336,.784,27.8,13.7,3.9,4.7,2010
19.0,19.0,BOS,Avery Bradley,Texas,12,660,18151,7279,1863,1105,.434,.365,.783,27.5,11.0,2.8,1.7,2010
20.0,20.0,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,.411,.321,.755,17.5,5.8,2.3,1.2,2010
21.0,21.0,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,2010
22.0,22.0,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,.421,.310,.669,13.5,4.9,1.5,0.9,2010
23.0,23.0,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,565,.515,.305,.636,20.4,6.9,5.5,1.1,2010
24.0,24.0,ATL,Damion James,Texas,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,2010
25.0,25.0,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,2010
26.0,26.0,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,.423,.356,.746,15.6,4.5,1.8,0.7,2010
27.0,27.0,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,.411,.317,.826,24.4,12.2,2.5,3.1,2010
28.0,28.0,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,.418,.349,.817,23.7,9.0,2.5,4.8,2010
29.0,29.0,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,.485,.000,.597,10.6,2.8,2.5,0.5,2010
30.0,30.0,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,.347,.269,.767,8.2,2.9,1.3,0.5,2010
1.0,1.0,CLE,Kyrie Irving,Duke,14,779,26879,18433,3173,4364,.474,.394,.888,34.5,23.7,4.1,5.6,2011
2.0,2.0,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,.434,.300,.710,20.7,8.9,4.0,0.7,2011
3.0,3.0,UTA,Enes Freedom,,11,748,16101,8349,5822,638,.548,.289,.777,21.5,11.2,7.8,0.9,2011
4.0,4.0,CLE,Tristan Thompson,Texas,13,819,20432,6822,6428,800,.520,.238,.592,24.9,8.3,7.8,1.0,2011
5.0,5.0,TOR,Jonas Valančiūnas,,14,954,23771,12421,8800,1318,.560,.339,.794,24.9,13.0,9.2,1.4,2011
6.0,6.0,WAS,Jan Veselý,,3,162,2455,590,562,96,.521,.000,.408,15.2,3.6,3.5,0.6,2011
7.0,7.0,SAC,Bismack Biyombo,,15,873,16958,4397,5115,584,.537,.000,.551,19.4,5.0,5.9,0.7,2011
8.0,8.0,DET,Brandon Knight,Kentucky,9,451,13202,6301,1385,1777,.411,.352,.807,29.3,14.0,3.1,3.9,2011
9.0,9.0,CHA,Kemba Walker,UConn,12,750,24810,14486,2831,3938,.418,.360,.840,33.1,19.3,3.8,5.3,2011
10.0,10.0,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,.409,.372,.879,13.3,6.0,1.0,1.4,2011
11.0,11.0,GSW,Klay Thompson,Washington State,13,883,28198,16721,3084,2015,.449,.409,.861,31.9,18.9,3.5,2.3,2011
12.0,12.0,UTA,Alec Burks,Colorado,14,791,17576,8346,2642,1521,.415,.386,.805,22.2,10.6,3.3,1.9,2011
13.0,13.0,PHO,Markieff Morris,Kansas,14,791,18460,8076,3847,1221,.443,.341,.779,23.3,10.2,4.9,1.5,2011
14.0,14.0,HOU,Marcus Morris,Kansas,13,832,22093,9965,3690,1235,.435,.377,.774,26.6,12.0,4.4,1.5,2011
15.0,15.0,IND,Kawhi Leonard,San Diego State,14,741,23538,14918,4704,2262,.498,.392,.861,31.8,20.1,6.3,3.1,2011
16.0,16.0,PHI,Nikola Vučević,USC,15,988,30993,16986,10324,2867,.497,.350,.771,31.4,17.2,10.4,2.9,2011
17.0,17.0,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,.391,.337,.764,24.9,7.2,3.3,1.8,2011
18.0,18.0,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,.376,.319,.633,17.6,4.1,3.2,0.6,2011
19.0,19.0,CHA,Tobias Harris,Tennessee,15,979,30997,15727,6015,2319,.478,.366,.837,31.7,16.1,6.1,2.4,2011
20.0,20.0,MIN,Donatas Motiejūnas,,6,251,4566,1832,952,269,.469,.300,.597,18.2,7.3,3.8,1.1,2011
21.0,21.0,POR,Nolan Smith,Duke,2,84,829,277,83,97,.371,.260,.714,9.9,3.3,1.0,1.2,2011
22.0,22.0,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,.546,.222,.654,24.5,11.4,8.1,1.0,2011
23.0,23.0,HOU,Nikola Mirotić,,5,319,7718,3910,1894,407,.423,.359,.808,24.2,12.3,5.9,1.3,2011
24.0,24.0,OKC,Reggie Jackson,Boston College,14,884,21859,10845,2463,3606,.423,.345,.854,24.7,12.3,2.8,4.1,2011
25.0,25.0,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,.447,.345,.751,17.3,8.0,2.1,1.4,2011
26.0,26.0,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,.408,.357,.670,13.9,5.9,2.8,0.8,2011
27.0,27.0,NJN,JaJuan Johnson,Purdue,1,36,298,114,58,6,.446,,.667,8.3,3.2,1.6,0.2,2011
28.0,28.0,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,.407,.324,.743,22.3,7.0,2.0,2.7,2011
29.0,29.0,SAS,Cory Joseph,Texas,14,866,18296,5828,2094,2517,.440,.350,.786,21.1,6.7,2.4,2.9,2011
30.0,30.0,CHI,Jimmy Butler,Marquette,15,887,29354,16258,4748,3860,.473,.331,.844,33.1,18.3,5.4,4.4,2011
1.0,1.0,NOH,Anthony Davis,Kentucky,14,792,27264,19082,8467,2020,.522,.295,.794,34.4,24.1,10.7,2.6,2012
2.0,2.0,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,.474,.272,.715,24.6,8.4,5.4,1.2,2012
3.0,3.0,WAS,Bradley Beal,Florida,14,807,27681,17306,3251,3442,.464,.376,.821,34.3,21.4,4.0,4.3,2012
4.0,4.0,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,.412,.346,.694,28.2,13.1,2.6,2.8,2012
5.0,5.0,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,.470,.000,.505,13.4,4.9,4.8,0.6,2012
6.0,6.0,POR,Damian Lillard,Weber State,13,900,32614,22598,3845,6069,.439,.371,.899,36.2,25.1,4.3,6.7,2012
7.0,7.0,GSW,Harrison Barnes,UNC,14,1010,31552,14027,4796,1774,.461,.386,.810,31.2,13.9,4.7,1.8,2012
8.0,8.0,TOR,Terrence Ross,Washington,11,733,17956,8047,2061,936,.418,.362,.837,24.5,11.0,2.8,1.3,2012
9.0,9.0,DET,Andre Drummond,UConn,14,920,24607,11425,11152,1118,.542,.167,.487,26.7,12.4,12.1,1.2,2012
10.0,10.0,NOH,Austin Rivers,Duke,11,707,16858,5996,1442,1513,.419,.349,.653,23.8,8.5,2.0,2.1,2012
11.0,11.0,POR,Meyers Leonard,Illinois,10,456,7272,2545,1771,396,.482,.390,.812,15.9,5.6,3.9,0.9,2012
12.0,12.0,HOU,Jeremy Lamb,UConn,10,573,11896,5805,2073,904,.439,.342,.857,20.8,10.1,3.6,1.6,2012
13.0,13.0,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,.399,.370,.611,19.3,5.0,1.6,4.9,2012
14.0,14.0,MIL,John Henson,UNC,8,445,8752,3383,2368,496,.540,.250,.568,19.7,7.6,5.3,1.1,2012
15.0,15.0,PHI,Maurice Harkless,St. John's,10,621,14019,4259,2198,572,.474,.320,.624,22.6,6.9,3.5,0.9,2012
16.0,16.0,HOU,Royce White,Iowa State,1,3,9,0,0,0,.000,,,3.0,0.0,0.0,0.0,2012
17.0,17.0,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,.508,.286,.764,17.5,6.9,4.4,0.9,2012
18.0,18.0,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,.501,.297,.621,23.8,10.4,5.7,1.0,2012
19.0,19.0,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,.467,.321,.773,14.3,6.0,3.0,0.4,2012
20.0,20.0,DEN,Evan Fournier,,12,704,19514,9607,1878,1759,.441,.374,.799,27.7,13.6,2.7,2.5,2012
21.0,21.0,BOS,Jared Sullinger,Ohio State,5,269,6532,2893,2006,477,.436,.272,.723,24.3,10.8,7.5,1.8,2012
22.0,22.0,BOS,Fab Melo,Syracuse,1,6,36,7,3,0,.500,,.250,6.0,1.2,0.5,0.0,2012
23.0,23.0,ATL,John Jenkins,Vanderbilt,6,171,2183,855,250,138,.441,.367,.847,12.8,5.0,1.5,0.8,2012
24.0,24.0,CLE,Jared Cunningham,Oregon State,4,84,605,197,56,39,.347,.306,.674,7.2,2.3,0.7,0.5,2012
25.0,25.0,MEM,Tony Wroten,Washington,4,145,3076,1604,363,437,.413,.231,.647,21.2,11.1,2.5,3.0,2012
26.0,26.0,IND,Miles Plumlee,Duke,7,346,5658,1697,1562,178,.542,,.543,16.4,4.9,4.5,0.5,2012
27.0,27.0,MIA,Arnett Moultrie,Mississippi State,2,59,729,210,180,12,.547,,.667,12.4,3.6,3.1,0.2,2012
28.0,28.0,OKC,Perry Jones,Baylor,3,143,1675,488,252,54,.420,.293,.660,11.7,3.4,1.8,0.4,2012
29.0,29.0,CHI,Marquis Teague,Kentucky,3,91,909,217,90,134,.343,.222,.661,10.0,2.4,1.0,1.5,2012
30.0,30.0,GSW,Festus Ezeli,Vanderbilt,3,170,2394,712,725,63,.513,,.557,14.1,4.2,4.3,0.4,2012
1.0,1.0,CLE,Anthony Bennett,UNLV,4,151,1905,658,472,77,.392,.261,.670,12.6,4.4,3.1,0.5,2013
2.0,2.0,ORL,Victor Oladipo,Indiana,10,504,16247,8503,2245,1970,.436,.347,.788,32.2,16.9,4.5,3.9,2013
3.0,3.0,WAS,Otto Porter Jr.,Georgetown,11,527,13400,5419,2599,783,.477,.397,.797,25.4,10.3,4.9,1.5,2013
4.0,4.0,CHA,Cody Zeller,Indiana,11,552,11510,4376,3125,740,.520,.220,.727,20.9,7.9,5.7,1.3,2013
5.0,5.0,PHO,Alex Len,Maryland,12,690,11754,4608,3624,589,.510,.322,.678,17.0,6.7,5.3,0.9,2013
6.0,6.0,NOH,Nerlens Noel,Kentucky,9,467,10281,3338,2835,501,.546,.200,.655,22.0,7.1,6.1,1.1,2013
7.0,7.0,SAC,Ben McLemore,Kansas,9,556,12534,5015,1269,563,.414,.363,.780,22.5,9.0,2.3,1.0,2013
8.0,8.0,DET,Kentavious Caldwell-Pope,Georgia,13,931,27465,10307,2751,1711,.427,.365,.823,29.5,11.1,3.0,1.8,2013
9.0,9.0,MIN,Trey Burke,Michigan,9,498,10401,4792,878,1522,.410,.345,.810,20.9,9.6,1.8,3.1,2013
10.0,10.0,POR,CJ McCollum,Lehigh,13,804,25768,15724,2924,3062,.452,.398,.799,32.0,19.6,3.6,3.8,2013
11.0,11.0,PHI,Michael Carter-Williams,Syracuse,9,395,9942,4040,1718,1708,.402,.256,.705,25.2,10.2,4.3,4.3,2013
12.0,12.0,OKC,Steven Adams,Pitt,12,778,20045,6827,6244,1166,.585,.059,.535,25.8,8.8,8.0,1.5,2013
13.0,13.0,DAL,Kelly Olynyk,Gonzaga,13,808,18095,8174,4147,1993,.485,.370,.796,22.4,10.1,5.1,2.5,2013
14.0,14.0,UTA,Shabazz Muhammad,UCLA,5,278,4772,2504,770,151,.473,.319,.751,17.2,9.0,2.8,0.5,2013
15.0,15.0,MIL,Giannis Antetokounmpo,,13,872,28648,20943,8671,4377,.552,.286,.692,32.9,24.0,9.9,5.0,2013
16.0,16.0,BOS,Lucas Nogueira,,4,141,1754,446,388,72,.632,.265,.640,12.4,3.2,2.8,0.5,2013
17.0,17.0,ATL,Dennis Schröder,,13,860,23549,11961,2500,4205,.431,.342,.835,27.4,13.9,2.9,4.9,2013
18.0,18.0,ATL,Shane Larkin,Miami (FL),4,256,4880,1399,490,737,.422,.336,.777,19.1,5.5,1.9,2.9,2013
19.0,19.0,CLE,Sergey Karasev,,3,95,1110,287,140,87,.395,.282,.842,11.7,3.0,1.5,0.9,2013
20.0,20.0,CHI,Tony Snell,New Mexico,9,601,13092,3672,1371,669,.431,.394,.846,21.8,6.1,2.3,1.1,2013
21.0,21.0,UTA,Gorgui Dieng,Louisville,10,628,12625,4591,3534,837,.496,.355,.791,20.1,7.3,5.6,1.3,2013
22.0,22.0,BRK,Mason Plumlee,Duke,13,868,18863,6930,5786,2054,.596,.039,.577,21.7,8.0,6.7,2.4,2013
23.0,23.0,IND,Solomon Hill,Arizona,9,448,9652,2453,1399,662,.388,.331,.797,21.5,5.5,3.1,1.5,2013
24.0,24.0,NYK,Tim Hardaway Jr.,Michigan,13,830,22666,11339,2370,1510,.417,.362,.816,27.3,13.7,2.9,1.8,2013
25.0,25.0,LAC,Reggie Bullock,UNC,11,556,12556,4039,1451,647,.424,.385,.827,22.6,7.3,2.6,1.2,2013
26.0,26.0,MIN,Andre Roberson,Colorado,7,307,6801,1382,1230,265,.473,.253,.468,22.2,4.5,4.0,0.9,2013
27.0,27.0,DEN,Rudy Gobert,,13,847,26013,10645,9886,1155,.657,.000,.639,30.7,12.6,11.7,1.4,2013
28.0,28.0,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,2013
29.0,29.0,OKC,Archie Goodwin,Kentucky,4,165,2396,1040,331,206,.429,.236,.700,14.5,6.3,2.0,1.2,2013
30.0,30.0,PHO,Nemanja Nedović,,1,24,142,26,15,13,.205,.167,.875,5.9,1.1,0.6,0.5,2013
1.0,1.0,CLE,Andrew Wiggins,Kansas,12,782,26415,14431,3501,1800,.450,.356,.724,33.8,18.5,4.5,2.3,2014
2.0,2.0,MIL,Jabari Parker,Duke,8,310,8535,4380,1703,610,.494,.326,.743,27.5,14.1,5.5,2.0,2014
3.0,3.0,PHI,Joel Embiid,Kansas,10,458,14547,12641,5020,1678,.501,.339,.828,31.8,27.6,11.0,3.7,2014
4.0,4.0,ORL,Aaron Gordon,Arizona,12,733,21444,10001,4551,1956,.485,.334,.697,29.3,13.6,6.2,2.7,2014
5.0,5.0,UTA,Dante Exum,,8,320,6005,1991,623,728,.435,.343,.765,18.8,6.2,1.9,2.3,2014
6.0,6.0,BOS,Marcus Smart,Oklahoma State,12,649,19101,6865,2215,2936,.388,.322,.779,29.4,10.6,3.4,4.5,2014
7.0,7.0,LAL,Julius Randle,Kentucky,12,728,23340,13939,6626,2812,.472,.335,.755,32.1,19.1,9.1,3.9,2014
8.0,8.0,SAC,Nik Stauskas,Michigan,6,343,6701,2290,691,515,.389,.354,.812,19.5,6.7,2.0,1.5,2014
9.0,9.0,CHO,Noah Vonleh,Indiana,8,362,5854,1685,1790,264,.459,.307,.692,16.2,4.7,4.9,0.7,2014
10.0,10.0,PHI,Elfrid Payton,Louisiana,9,524,13894,5121,2086,3034,.444,.286,.623,26.5,9.8,4.0,5.8,2014
11.0,11.0,DEN,Doug McDermott,Creighton,12,698,13580,6004,1456,664,.471,.411,.804,19.5,8.6,2.1,1.0,2014
12.0,12.0,ORL,Dario Šarić,,9,496,11107,5118,2631,942,.443,.360,.838,22.4,10.3,5.3,1.9,2014
13.0,13.0,MIN,Zach LaVine,UCLA,12,671,22029,13931,2720,2632,.470,.390,.834,32.8,20.8,4.1,3.9,2014
14.0,14.0,PHO,T.J. Warren,NC State,9,385,10365,5497,1515,446,.505,.351,.780,26.9,14.3,3.9,1.2,2014
15.0,15.0,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,2014
16.0,16.0,CHI,Jusuf Nurkić,,12,607,14767,7119,5382,1528,.500,.280,.665,24.3,11.7,8.9,2.5,2014
17.0,17.0,BOS,James Young,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,2014
18.0,18.0,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,2014
19.0,19.0,CHI,Gary Harris,Michigan State,12,630,16809,6469,1428,1154,.446,.370,.810,26.7,10.3,2.3,1.8,2014
20.0,20.0,TOR,Bruno Caboclo,,7,105,1293,442,268,72,.403,.308,.836,12.3,4.2,2.6,0.7,2014
21.0,21.0,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,2014
